City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Mount Gambier,AU,2022-02-05 02:26:47,-37.8333,140.7667,75.11,41,40,8.05
1,Ust-Maya,RU,2022-02-05 02:26:48,60.4167,134.5333,-20.7,94,92,1.9
2,Saint-Augustin,CA,2022-02-05 02:26:48,51.226,-58.6502,-9.26,86,100,10.04
3,Arraial Do Cabo,BR,2022-02-05 02:26:48,-22.9661,-42.0278,75.97,86,100,21.81
4,Tuatapere,NZ,2022-02-05 02:26:49,-46.1333,167.6833,59.83,52,30,7.78
5,Linqiong,CN,2022-02-05 02:26:49,30.4159,103.4609,42.62,87,98,3.56
6,Mahibadhoo,MV,2022-02-05 02:26:49,3.7833,72.9667,81.52,70,16,9.24
7,Butaritari,KI,2022-02-05 02:26:50,3.0707,172.7902,82.62,77,47,18.12
8,Kaitangata,NZ,2022-02-05 02:23:59,-46.2817,169.8464,58.32,52,17,8.12
9,Rikitea,PF,2022-02-05 02:23:59,-23.1203,-134.9692,79.05,68,4,7.18
10,Alihe,CN,2022-02-05 02:26:50,50.5667,123.7167,5.76,67,100,5.88
11,Harlingen,US,2022-02-05 02:22:15,26.1906,-97.6961,46.35,56,100,11.5
12,Cape Town,ZA,2022-02-05 02:26:51,-33.9258,18.4232,65.88,68,0,3.0
13,Sernovodskoye,RU,2022-02-05 02:26:51,43.3158,45.1637,32.99,97,100,7.34
14,Norman Wells,CA,2022-02-05 02:23:03,65.282,-126.8329,-5.76,59,75,25.32
15,Bengkulu,ID,2022-02-05 02:26:52,-3.8004,102.2655,74.84,90,100,3.42
16,Mataura,NZ,2022-02-05 02:24:07,-46.1927,168.8643,59.49,37,10,3.56
17,Acapulco,MX,2022-02-05 02:25:49,16.8634,-99.8901,76.82,78,20,2.3
18,Aklavik,CA,2022-02-05 02:26:52,68.2191,-135.0107,-21.17,91,6,17.49
19,Denpasar,ID,2022-02-05 02:26:53,-8.65,115.2167,82.06,78,75,14.97
20,Kysyl-Syr,RU,2022-02-05 02:26:53,63.8986,122.7617,-24.92,99,87,3.4
21,Busselton,AU,2022-02-05 02:26:53,-33.65,115.3333,97.05,30,14,6.62
22,Bambous Virieux,MU,2022-02-05 02:26:54,-20.3428,57.7575,80.22,89,75,17.27
23,Punta Arenas,CL,2022-02-05 02:24:00,-53.15,-70.9167,46.51,71,0,3.44
24,Lorengau,PG,2022-02-05 02:26:54,-2.0226,147.2712,85.05,63,96,8.52
25,Ushuaia,AR,2022-02-05 02:24:02,-54.8,-68.3,47.86,71,0,6.91
26,Luderitz,NA,2022-02-05 02:26:55,-26.6481,15.1594,67.84,73,86,4.43
27,Nishihara,JP,2022-02-05 02:26:55,26.1842,127.7558,62.65,50,75,12.66
28,Taltal,CL,2022-02-05 02:26:55,-25.4,-70.4833,68.65,70,0,5.41
29,Sistranda,NO,2022-02-05 02:26:56,63.7256,8.834,35.91,82,100,46.06
30,Leningradskiy,RU,2022-02-05 02:23:24,69.3833,178.4167,-16.17,93,62,8.12
31,Tonaya,MX,2022-02-05 02:26:56,19.7833,-103.9667,66.63,43,4,1.63
32,Clyde River,CA,2022-02-05 02:26:57,70.4692,-68.5914,-12.77,77,0,14.97
33,Gamba,GA,2022-02-05 02:26:57,-2.65,10.0,74.91,87,99,2.04
34,Xiaoshi,CN,2022-02-05 02:26:58,41.2971,124.1209,17.62,58,17,6.08
35,Saskylakh,RU,2022-02-05 02:26:58,71.9167,114.0833,-9.0,99,99,5.28
36,Flin Flon,CA,2022-02-05 02:26:58,54.7682,-101.865,-9.81,95,100,5.75
37,Barrow,US,2022-02-05 02:26:59,71.2906,-156.7887,-20.18,69,100,9.22
38,Yumen,CN,2022-02-05 02:26:59,40.2833,97.2,15.67,36,100,14.74
39,Ati,TD,2022-02-05 02:26:59,13.2154,18.3353,62.49,20,8,15.84
40,Port Alfred,ZA,2022-02-05 02:24:48,-33.5906,26.891,68.86,81,94,8.63
41,Jamestown,US,2022-02-05 02:24:46,42.097,-79.2353,18.72,66,100,1.99
42,Peleduy,RU,2022-02-05 02:27:00,59.6289,112.7406,6.26,96,100,4.72
43,Finnsnes,NO,2022-02-05 02:27:00,69.2296,17.9811,22.96,85,100,7.05
44,Puksoozero,RU,2022-02-05 02:27:01,62.5903,40.6066,-3.69,99,75,5.12
45,Rauma,FI,2022-02-05 02:27:01,61.1272,21.5113,32.04,99,100,7.18
46,Buchanan,LR,2022-02-05 02:27:01,5.8808,-10.0467,78.57,85,25,4.79
47,Cherskiy,RU,2022-02-05 02:27:02,68.75,161.3,-29.61,96,10,4.25
48,Los Llanos De Aridane,ES,2022-02-05 02:28:02,28.6585,-17.9182,58.75,84,0,8.01
49,Aksum,ET,2022-02-05 02:28:02,14.1245,38.7244,55.36,76,4,0.6
50,Cockburn Town,TC,2022-02-05 02:28:03,21.4612,-71.1419,75.7,74,0,18.72
51,Avarua,CK,2022-02-05 02:25:52,-21.2078,-159.775,82.45,74,20,14.97
52,Tubmanburg,LR,2022-02-05 02:28:03,6.8708,-10.8172,72.37,98,13,2.21
53,Hilo,US,2022-02-05 02:28:04,19.7297,-155.09,78.53,80,20,8.05
54,Hobart,AU,2022-02-05 02:26:17,-42.8794,147.3294,67.26,72,75,8.05
55,Bluff,NZ,2022-02-05 02:24:03,-46.6,168.3333,59.81,56,60,5.53
56,Atuona,PF,2022-02-05 02:27:52,-9.8,-139.0333,78.37,77,25,15.9
57,Dolores,AR,2022-02-05 02:28:04,-36.3132,-57.6792,63.1,96,100,2.06
58,Jumla,NP,2022-02-05 02:28:05,29.2747,82.1838,17.82,85,7,6.4
59,Ancud,CL,2022-02-05 02:28:05,-41.8697,-73.8203,56.23,90,8,3.0
60,Xuzhou,CN,2022-02-05 02:28:05,34.1805,117.1571,35.22,22,5,5.06
61,New Norfolk,AU,2022-02-05 02:28:06,-42.7826,147.0587,66.9,51,97,1.01
62,Qaanaaq,GL,2022-02-05 02:28:06,77.484,-69.3632,1.17,70,100,6.51
63,Maraba,BR,2022-02-05 02:28:06,-5.3686,-49.1178,73.35,98,100,1.9
64,Najran,SA,2022-02-05 02:28:07,17.4924,44.1277,65.05,72,3,7.87
65,Kahului,US,2022-02-05 02:28:07,20.8947,-156.47,83.46,72,40,14.97
66,Otjiwarongo,NA,2022-02-05 02:28:08,-20.4637,16.6477,65.88,78,100,1.77
67,Mayumba,GA,2022-02-05 02:28:08,-3.432,10.6554,75.74,83,100,0.56
68,Sao Joao Da Barra,BR,2022-02-05 02:25:58,-21.6403,-41.0511,76.23,85,98,21.61
69,Tiznit,MA,2022-02-05 02:25:22,29.5833,-9.5,61.63,32,100,1.28
70,Asau,RO,2022-02-05 02:28:09,46.4333,26.4,20.32,74,42,5.99
71,Vaini,TO,2022-02-05 02:28:09,-21.2,-175.2,77.16,94,75,13.8
72,Hermanus,ZA,2022-02-05 02:28:09,-34.4187,19.2345,63.81,70,1,18.03
73,Honningsvag,NO,2022-02-05 02:28:10,70.9821,25.9704,20.75,79,99,29.8
74,Kiama,AU,2022-02-05 02:28:10,-34.6833,150.8667,76.37,58,53,1.01
75,Pisco,PE,2022-02-05 02:24:57,-13.7,-76.2167,66.25,82,0,9.22
76,Fairbanks,US,2022-02-05 02:23:13,64.8378,-147.7164,7.09,63,100,0.0
77,Mumbwa,ZM,2022-02-05 02:28:11,-14.9783,27.0619,63.68,97,100,2.46
78,Vardo,NO,2022-02-05 02:28:11,70.3705,31.1107,22.21,92,100,31.85
79,Abilene,US,2022-02-05 02:26:45,32.4487,-99.7331,25.02,78,0,5.75
80,North Platte,US,2022-02-05 02:27:06,41.1239,-100.7654,32.11,54,0,1.99
81,San Diego,US,2022-02-05 02:26:42,32.7153,-117.1573,62.65,56,20,5.75
82,Lavrentiya,RU,2022-02-05 02:28:12,65.5833,-171.0,-8.81,82,1,8.86
83,Yellowknife,CA,2022-02-05 02:28:12,62.456,-114.3525,-26.45,76,100,5.75
84,Victoria,HK,2022-02-05 02:28:13,22.2855,114.1577,60.24,77,100,3.0
85,Torbay,CA,2022-02-05 02:28:13,47.6666,-52.7314,33.76,97,100,10.36
86,Grand Gaube,MU,2022-02-05 02:28:14,-20.0064,57.6608,80.38,81,99,10.0
87,Asyut,EG,2022-02-05 02:28:14,27.181,31.1837,48.2,60,5,8.84
88,Georgetown,MY,2022-02-05 02:23:22,5.4112,100.3354,84.13,80,20,4.61
89,Nikolskoye,RU,2022-02-05 02:28:15,59.7035,30.7861,18.39,88,99,11.95
90,Narsaq,GL,2022-02-05 02:28:15,60.9167,-46.05,-0.89,53,0,16.4
91,Kodiak,US,2022-02-05 02:24:09,57.79,-152.4072,38.71,81,100,3.44
92,Carnarvon,AU,2022-02-05 02:29:15,-24.8667,113.6333,104.07,16,11,12.66
93,Caravelas,BR,2022-02-05 02:29:16,-17.7125,-39.2481,75.79,91,100,6.55
94,Dingle,PH,2022-02-05 02:26:01,10.9995,122.6711,79.32,77,87,16.82
95,San Cristobal,VE,2022-02-05 02:29:16,7.7669,-72.225,71.78,90,57,1.86
96,Hithadhoo,MV,2022-02-05 02:27:58,-0.6,73.0833,81.66,73,99,11.43
97,Salinas,US,2022-02-05 02:29:17,36.6777,-121.6555,59.81,57,0,0.0
98,Mirabad,AF,2022-02-05 02:29:17,30.4362,61.8383,52.5,24,0,8.37
99,Ternate,ID,2022-02-05 02:29:18,0.8,127.4,84.27,71,100,5.64
100,Perth,AU,2022-02-05 02:29:18,-31.9333,115.8333,102.38,15,0,12.66
101,Dunedin,NZ,2022-02-05 02:28:52,-45.8742,170.5036,57.11,57,100,6.53
102,Arlit,NE,2022-02-05 02:29:18,18.7369,7.3853,56.3,23,0,7.49
103,Puerto Ayora,EC,2022-02-05 02:28:06,-0.7393,-90.3518,75.54,92,75,3.0
104,Sorland,NO,2022-02-05 02:29:19,67.667,12.6934,31.46,75,100,27.09
105,Carutapera,BR,2022-02-05 02:29:19,-1.195,-46.02,75.69,94,100,5.53
106,Shache,CN,2022-02-05 02:29:20,38.4167,77.2406,22.46,48,99,3.09
107,Cidreira,BR,2022-02-05 02:28:09,-30.1811,-50.2056,73.0,91,17,4.16
108,Adrar,MR,2022-02-05 02:29:20,20.5022,-10.0711,63.66,12,0,9.22
109,Gualaquiza,EC,2022-02-05 02:29:20,-3.4,-78.55,63.25,98,82,1.32
110,Rock Sound,BS,2022-02-05 02:29:21,24.9,-76.2,75.74,58,82,13.71
111,Tasiilaq,GL,2022-02-05 02:29:21,65.6145,-37.6368,23.16,69,100,42.73
112,Inegol,TR,2022-02-05 02:29:22,40.0781,29.5133,22.28,74,0,5.08
113,Cayenne,GF,2022-02-05 02:26:32,4.9333,-52.3333,79.09,88,75,5.99
114,Tiksi,RU,2022-02-05 02:29:22,71.6872,128.8694,-22.13,98,72,7.34
115,Hervey Bay,AU,2022-02-05 02:29:23,-25.2986,152.8535,84.04,60,17,14.0
116,Castro,BR,2022-02-05 02:25:25,-24.7911,-50.0119,64.72,98,64,3.78
117,Talara,PE,2022-02-05 02:29:23,-4.5772,-81.2719,71.73,84,31,13.27
118,Faanui,PF,2022-02-05 02:29:24,-16.4833,-151.75,80.73,75,41,14.47
119,Hirara,JP,2022-02-05 02:29:24,24.8,125.2833,62.46,67,75,16.11
120,Nioro,GM,2022-02-05 02:29:24,13.35,-15.75,75.15,12,0,3.78
121,Praia Da Vitoria,PT,2022-02-05 02:29:25,38.7333,-27.0667,57.76,100,75,11.88
122,East London,ZA,2022-02-05 02:29:25,-33.0153,27.9116,68.38,89,100,7.65
123,Veraval,IN,2022-02-05 02:29:26,20.9,70.3667,63.75,64,43,2.28
124,Port Elizabeth,ZA,2022-02-05 02:29:26,-33.918,25.5701,67.1,82,75,2.3
125,Jasper,US,2022-02-05 02:29:26,37.2001,-94.3502,23.0,62,0,1.01
126,Honiara,SB,2022-02-05 02:29:27,-9.4333,159.95,86.41,71,100,7.54
127,Orocue,CO,2022-02-05 02:29:27,4.7912,-71.3354,85.8,46,97,5.23
128,Shunyi,CN,2022-02-05 02:29:28,40.125,116.6453,28.35,22,0,15.66
129,Chokurdakh,RU,2022-02-05 02:29:28,70.6333,147.9167,-30.32,100,14,1.57
130,Albany,US,2022-02-05 02:27:08,42.6001,-73.9662,17.91,84,100,3.36
131,Seoul,KR,2022-02-05 02:29:28,37.5683,126.9778,26.17,32,0,10.36
132,Tarakan,ID,2022-02-05 02:30:29,3.3,117.6333,85.5,66,40,5.75
133,Batagay-Alyta,RU,2022-02-05 02:30:29,67.8006,130.4114,-21.03,96,56,0.96
134,Ribeira Grande,PT,2022-02-05 02:30:30,38.5167,-28.7,58.93,82,25,12.88
135,Kichera,RU,2022-02-05 02:30:30,55.9375,110.0997,4.12,94,100,1.63
136,Saint-Philippe,RE,2022-02-05 02:29:40,-21.3585,55.7679,80.15,89,100,25.64
137,Sept-Iles,CA,2022-02-05 02:30:13,50.2001,-66.3821,-0.94,65,100,1.99
138,Makakilo City,US,2022-02-05 02:30:31,21.3469,-158.0858,77.32,62,20,9.22
139,Namatanai,PG,2022-02-05 02:25:36,-3.6667,152.4333,85.5,66,80,9.04
140,Cao Bang,VN,2022-02-05 02:30:31,22.6667,106.25,58.93,62,36,2.82
141,Altay,CN,2022-02-05 02:30:32,47.8667,88.1167,9.03,56,0,7.87
142,Simbahan,PH,2022-02-05 02:30:32,6.3032,120.5836,81.46,76,72,14.56
143,Tuktoyaktuk,CA,2022-02-05 02:25:51,69.4541,-133.0374,-23.8,76,0,17.27
144,Sulechow,PL,2022-02-05 02:30:32,52.0836,15.6251,38.71,44,100,18.12
145,Dikson,RU,2022-02-05 02:30:33,73.5069,80.5464,-1.71,92,100,4.99
146,Sitka,US,2022-02-05 02:30:33,57.0531,-135.33,42.69,81,100,13.8
147,Bandarbeyla,SO,2022-02-05 02:30:34,9.4942,50.8122,71.91,75,0,3.78
148,Cabedelo,BR,2022-02-05 02:30:34,-6.9811,-34.8339,81.27,76,7,10.27
149,Oranjemund,NA,2022-02-05 02:30:34,-28.55,16.4333,63.32,87,25,8.81
150,Lagdo,CM,2022-02-05 02:30:35,9.05,13.7333,65.77,18,10,1.3
151,San Patricio,US,2022-02-05 02:30:35,28.017,-97.5169,42.84,72,6,13.98
152,Saint George,US,2022-02-05 02:27:34,37.1041,-113.5841,45.36,28,0,3.44
153,Lidingo,SE,2022-02-05 02:30:36,59.3667,18.1833,34.48,96,100,6.91
154,Airai,TL,2022-02-05 02:30:36,-8.9266,125.4092,71.83,71,97,2.68
155,Kabare,CD,2022-02-05 02:30:36,-2.4683,28.8242,60.71,96,100,1.68
156,Prijedor,BA,2022-02-05 02:30:37,44.9814,16.7131,44.28,82,100,2.26
157,Comodoro Rivadavia,AR,2022-02-05 02:29:48,-45.8667,-67.5,53.46,76,0,5.75
158,Khandyga,RU,2022-02-05 02:30:37,62.6667,135.6,-27.56,94,66,0.65
159,Bathsheba,BB,2022-02-05 02:30:38,13.2167,-59.5167,77.61,69,40,12.66
160,Bredasdorp,ZA,2022-02-05 02:25:56,-34.5322,20.0403,63.28,68,61,12.68
161,De Aar,ZA,2022-02-05 02:30:38,-30.6497,24.0123,60.42,74,0,13.51
162,Paraguacu Paulista,BR,2022-02-05 02:30:39,-22.4128,-50.5758,71.55,91,100,2.17
163,Vao,NC,2022-02-05 02:21:09,-22.6667,167.4833,80.28,87,100,11.88
164,Lugovoy,KZ,2022-02-05 02:30:39,42.9472,72.7644,27.84,47,0,7.43
165,Henties Bay,NA,2022-02-05 02:25:56,-22.116,14.2845,66.85,84,100,4.72
166,Una,IN,2022-02-05 02:30:40,20.8167,71.0333,63.75,50,53,1.79
167,Nanortalik,GL,2022-02-05 02:30:40,60.1432,-45.2371,11.88,61,82,38.97
168,Port-Gentil,GA,2022-02-05 02:30:40,-0.7193,8.7815,79.45,80,57,7.67
169,Port Hardy,CA,2022-02-05 02:30:19,50.6996,-127.4199,44.76,93,100,8.05
170,Ucluelet,CA,2022-02-05 02:30:41,48.9329,-125.5528,45.09,93,96,5.01
171,Vanimo,PG,2022-02-05 02:30:41,-2.6741,141.3028,85.8,68,53,9.28
172,Bjelovar,HR,2022-02-05 02:30:42,45.8986,16.8489,40.69,87,95,3.71
173,Sinop,TR,2022-02-05 02:30:42,41.7711,34.8709,20.17,83,68,9.48
174,Kapaa,US,2022-02-05 02:30:42,22.0752,-159.319,79.12,73,40,1.01
175,Hasaki,JP,2022-02-05 02:30:43,35.7333,140.8333,46.29,33,7,14.43
176,Ketchikan,US,2022-02-05 02:27:59,55.3422,-131.6461,44.58,87,100,4.61
177,Mahebourg,MU,2022-02-05 02:30:43,-20.4081,57.7,80.26,89,75,17.27
178,Isla Mujeres,MX,2022-02-05 02:30:44,21.2311,-86.731,75.25,83,0,5.75
179,Codrington,AU,2022-02-05 02:31:44,-38.2667,141.9667,71.47,53,98,19.3
180,Makat,KZ,2022-02-05 02:31:44,47.6469,53.3463,30.85,93,100,5.53
181,Kota Kinabalu,MY,2022-02-05 02:31:45,5.9749,116.0724,85.98,66,20,3.44
182,Salalah,OM,2022-02-05 02:31:45,17.0151,54.0924,71.69,68,75,2.3
183,Deulgaon Raja,IN,2022-02-05 02:31:45,20.0167,76.0333,63.88,26,92,4.76
184,Kabo,CF,2022-02-05 02:31:46,7.6994,18.629,66.7,20,76,5.1
185,Thinadhoo,MV,2022-02-05 02:31:46,0.5333,72.9333,81.86,71,100,11.23
186,Olafsvik,IS,2022-02-05 02:31:46,64.8945,-23.7142,27.23,65,100,22.55
187,Severo-Kurilsk,RU,2022-02-05 02:30:57,50.6789,156.125,31.26,85,92,9.22
188,Sorong,ID,2022-02-05 02:31:47,-0.8833,131.25,84.74,70,100,15.08
189,Yulara,AU,2022-02-05 02:31:48,-25.2406,130.9889,82.24,24,0,12.66
190,Ponta Do Sol,PT,2022-02-05 02:29:41,32.6667,-17.1,66.7,67,92,3.76
191,Necochea,AR,2022-02-05 02:31:48,-38.5473,-58.7368,60.04,75,100,7.49
192,Hunfeld,DE,2022-02-05 02:31:49,50.6797,9.7673,37.51,93,98,14.52
193,Balagansk,RU,2022-02-05 02:31:49,54.0103,103.0544,0.91,98,100,3.56
194,Sangmelima,CM,2022-02-05 02:31:50,2.9333,11.9833,63.48,80,92,2.71
195,Pafos,CY,2022-02-05 02:31:50,34.7667,32.4167,48.11,87,40,5.75
196,Flinders,AU,2022-02-05 02:31:50,-34.5833,150.8552,76.17,59,62,10.0
197,Avera,US,2022-02-05 02:29:23,33.194,-82.5271,51.67,83,100,14.25
198,Venice,US,2022-02-05 02:30:19,27.0998,-82.4543,71.15,94,75,6.91
199,Aguas Vermelhas,BR,2022-02-05 02:28:51,-15.7472,-41.46,66.49,98,100,3.0
200,Bethel,US,2022-02-05 02:31:51,41.3712,-73.414,31.05,82,100,10.36
201,Lompoc,US,2022-02-05 02:30:22,34.6391,-120.4579,57.51,69,0,4.61
202,Hami,CN,2022-02-05 02:31:52,42.8,93.45,26.22,31,100,2.53
203,Saldanha,ZA,2022-02-05 02:31:52,-33.0117,17.9442,60.85,73,0,9.33
204,Tobol,KZ,2022-02-05 02:31:52,52.6844,62.5794,16.66,83,100,9.91
205,Tabory,RU,2022-02-05 02:31:53,58.5198,64.5495,17.74,97,100,4.12
206,Pevek,RU,2022-02-05 02:30:41,69.7008,170.3133,-24.77,99,99,5.73
207,Tarut,SA,2022-02-05 02:31:53,26.5733,50.0369,67.98,77,99,20.47
208,Kieta,PG,2022-02-05 02:31:04,-6.2167,155.6333,86.13,71,100,11.83
209,Oksfjord,NO,2022-02-05 02:31:54,70.2396,22.3479,18.52,92,55,14.0
210,Mangan,IN,2022-02-05 02:31:54,27.5167,88.5333,49.14,94,99,1.5
211,Thompson,CA,2022-02-05 02:30:19,55.7435,-97.8558,-20.04,76,0,5.75
212,Solenzo,BF,2022-02-05 02:31:55,12.1833,-4.0833,67.84,14,5,6.6
213,Mlonggo,ID,2022-02-05 02:31:55,-6.5333,110.7,82.29,81,54,9.95
214,Labuhan,ID,2022-02-05 02:31:55,-6.8844,112.2051,84.27,71,32,8.48
215,Itarema,BR,2022-02-05 02:31:56,-2.9248,-39.9167,79.03,80,65,10.63
216,Broome,US,2022-02-05 02:31:56,42.2506,-75.833,16.7,88,100,1.99
217,Dullewala,PK,2022-02-05 02:31:56,31.8359,71.4362,50.58,61,0,4.99
218,Lasa,IT,2022-02-05 02:31:57,46.6166,10.7002,40.46,93,28,7.74
219,Chuy,UY,2022-02-05 02:31:46,-33.6971,-53.4616,68.81,94,16,4.56
220,Ust-Ordynskiy,RU,2022-02-05 02:31:57,52.805,104.7508,-7.76,93,100,2.04
221,Port Hedland,AU,2022-02-05 02:31:58,-20.3167,118.5667,93.25,59,75,18.41
222,Ostrovnoy,RU,2022-02-05 02:31:58,68.0531,39.5131,13.86,85,100,23.24
223,Katsuura,JP,2022-02-05 02:30:36,35.1333,140.3,49.19,41,97,11.21
224,Khatanga,RU,2022-02-05 02:31:59,71.9667,102.5,-35.79,100,87,2.53
225,Faya,SA,2022-02-05 02:31:59,18.3851,42.4509,53.71,92,25,5.7
226,Nemuro,JP,2022-02-05 02:31:59,43.3236,145.575,27.03,63,6,15.55
227,Constitucion,CL,2022-02-05 02:32:00,-35.3333,-72.4167,58.15,88,2,11.81
228,Mocuba,MZ,2022-02-05 02:33:00,-16.8392,36.9856,68.97,93,100,3.58
229,Anaconda,US,2022-02-05 02:33:01,46.1285,-112.9423,38.39,79,100,10.25
230,Hamilton,US,2022-02-05 02:28:55,39.1834,-84.5333,19.15,83,40,0.0
231,Oum Hadjer,TD,2022-02-05 02:33:01,13.2954,19.6966,62.44,20,2,12.44
232,Milkovo,RU,2022-02-05 02:33:01,54.7167,158.6167,18.27,88,100,7.81
233,Seymchan,RU,2022-02-05 02:33:02,62.8833,152.4333,-22.83,93,30,1.41
234,Mwinilunga,ZM,2022-02-05 02:33:02,-11.7358,24.4293,58.64,99,99,3.47
235,Santander,ES,2022-02-05 02:33:03,43.4647,-3.8044,50.47,70,100,17.0
236,Winslow,US,2022-02-05 02:31:44,35.0242,-110.6974,32.31,25,0,3.44
237,Penarroya-Pueblonuevo,ES,2022-02-05 02:33:03,38.3,-5.2667,47.44,83,100,3.91
238,Emerald,AU,2022-02-05 02:33:04,-23.5333,148.1667,84.34,42,0,11.5
239,Provideniya,RU,2022-02-05 02:33:04,64.3833,-173.3,0.07,68,1,10.18
240,Thunder Bay,CA,2022-02-05 02:29:03,48.4001,-89.3168,1.56,69,0,4.61
241,Malanje,AO,2022-02-05 02:28:29,-9.5402,16.341,61.75,96,100,3.04
242,Mar Del Plata,AR,2022-02-05 02:33:05,-38.0023,-57.5575,66.22,83,100,14.0
243,Puerto Carreno,CO,2022-02-05 02:33:06,6.189,-67.4859,82.09,58,80,3.49
244,Berlevag,NO,2022-02-05 02:33:07,70.8578,29.0864,20.62,80,100,27.49
245,Abu Dhabi,AE,2022-02-05 02:30:29,24.4667,54.3667,62.62,88,2,5.75
246,Belmonte,BR,2022-02-05 02:33:07,-15.8631,-38.8828,79.3,88,100,8.28
247,Erdemli,TR,2022-02-05 02:33:07,36.605,34.3084,46.62,54,47,6.89
248,Zyryanka,RU,2022-02-05 02:33:08,65.75,150.85,-28.41,98,100,1.5
249,Lokosovo,RU,2022-02-05 02:33:08,61.1333,74.8167,7.86,97,100,4.85
250,Lac Du Bonnet,CA,2022-02-05 02:29:37,50.2536,-96.0612,-16.29,99,93,3.31
251,Voh,NC,2022-02-05 02:33:09,-20.9667,164.7,82.26,81,100,10.4
252,Nizhnyaya Salda,RU,2022-02-05 02:32:17,58.0776,60.7202,21.99,97,100,4.29
253,Kruisfontein,ZA,2022-02-05 02:33:09,-34.0033,24.7314,64.89,78,63,4.03
254,Vila Velha,BR,2022-02-05 02:30:36,-20.3297,-40.2925,73.35,96,40,4.61
255,Aras,ES,2022-02-05 02:33:10,42.5617,-2.356,44.06,87,40,9.22
256,Inongo,CD,2022-02-05 02:33:10,-1.95,18.2667,73.22,86,100,3.11
257,Christiana,ZA,2022-02-05 02:33:11,-27.914,25.1611,63.39,88,0,11.77
258,Risor,NO,2022-02-05 02:33:11,58.7206,9.2342,32.16,67,98,19.33
259,Ocampo,MX,2022-02-05 02:33:11,21.65,-101.5,49.64,67,69,6.42
260,Ojinaga,MX,2022-02-05 02:33:12,29.5667,-104.4167,39.58,38,0,0.0
261,Apatity,RU,2022-02-05 02:33:12,67.5641,33.4031,11.61,93,100,15.26
262,Moron,AR,2022-02-05 02:33:12,-34.6534,-58.6198,74.89,78,75,4.61
263,Manavalakurichi,IN,2022-02-05 02:33:13,8.1333,77.3,78.89,74,24,2.33
264,Langsa,ID,2022-02-05 02:33:13,4.4683,97.9683,83.53,68,100,0.94
265,Dakar,SN,2022-02-05 02:33:13,14.6937,-17.4441,70.68,88,0,6.91
266,Kaseda,JP,2022-02-05 02:33:14,31.4167,130.3167,43.84,72,96,23.15
267,Angoche,MZ,2022-02-05 02:33:15,-16.2325,39.9086,73.35,93,100,6.58
268,Naze,JP,2022-02-05 02:33:15,28.3667,129.4833,56.32,64,98,17.29
269,Rassvet,RU,2022-02-05 02:33:15,46.8333,40.75,30.25,99,99,7.16
270,Araguaina,BR,2022-02-05 02:33:16,-7.1911,-48.2072,73.81,92,100,3.44
271,Bondoukou,CI,2022-02-05 02:33:16,8.0333,-2.8,71.6,18,6,1.39
272,Vinh,VN,2022-02-05 02:33:17,18.6667,105.6667,59.9,76,100,4.59
273,Doha,QA,2022-02-05 02:32:09,25.2867,51.5333,66.18,82,1,9.22
274,Nancha,CN,2022-02-05 02:34:17,47.1333,129.2667,5.77,62,41,6.31
275,Khopoli,IN,2022-02-05 02:34:18,18.7833,73.3333,67.55,56,21,3.2
276,Takoradi,GH,2022-02-05 02:34:18,4.8845,-1.7554,79.5,80,59,3.83
